"","Date","Headline","Description","HeadlineTerms","DescriptionTerms"
"345","2018-09-19","Bank of England's Haldane says firms' Brexit worries 'up sharply'","British businesses are more worried about Brexit uncertainty than was the case a few months ago, Bank of England chief economist Andy Haldane said on Wednesday.","bank, england, s, haldane, says, firms, brexit, worries, sharply","british, businesses, worried, brexit, uncertainty, case, months, ago, bank, england, chief, economist, andy, haldane, said, wednesday"
"346","2018-09-19","Rule out 'no deal' Brexit, UK car industry warns in Brussels","London and Brussels should rule out a 'no deal' Brexit, which could add at least 5.7 billion euros (£5.1 billion) in car tariffs and snarl up production, Britain's automotive industry body warned on Wednesday.","rule, deal, brexit, uk, car, industry, warns, brussels","london, brussels, rule, deal, brexit, add, least, billion, euros, billion, car, tariffs, snarl, production, britain, s, automotive, industry, body, warned, wednesday"
"348","2018-09-17","UK economy will shrink without Brexit deal, IMF warns","Britain's economy will shrink if it leaves the European Union without a Brexit deal and it will suffer some damage whatever terms it agrees, the International Monetary Fund said on Monday, challenging the promises of some Brexit supporters.","uk, economy, will, shrink, without, brexit, deal, imf, warns","britain, s, economy, will, shrink, leaves, european, union, without, brexit, deal, will, suffer, damage, whatever, terms, agrees, international, monetary, fund, said, monday, challenging, promises, brexit, supporters"
"349","2018-09-17","UK must heed IMF's 'clear warnings' on no-deal Brexit - Hammond","Chancellor of the Exchequer Philip Hammond said on Monday that London had to listen to the ""clear warnings"" from the International Monetary Fund about the risks of a no-deal Brexit to Britain's economy.","uk, must, heed, imf, s, clear, warnings, deal, brexit, hammond","chancellor, exchequer, philip, hammond, said, monday, london, listen, clear, warnings, international, monetary, fund, risks, deal, brexit, britain, s, economy"
"350","2018-09-17","UK economy would contract without a Brexit deal - IMF's Lagarde","International Monetary Fund Managing Director Christine Lagarde said Britain's economy would contract if London and Brussels fail to strike a Brexit deal.","uk, economy, contract, without, brexit, deal, imf, s, lagarde","international, monetary, fund, managing, director, christine, lagarde, said, britain, s, economy, contract, london, brussels, fail, strike, brexit, deal"
"353","2018-09-14","Brexit talks 'closing in on workable solutions', Raab says","British and European Union negotiators are ""closing in on workable solutions"" to the outstanding issues in Brexit talks, Britain's Brexit Secretary Dominic Raab said after a phone call with EU chief negotiator Michel Barnier.","brexit, talks, closing, workable, solutions, raab, says","british, european, union, negotiators, closing, workable, solutions, outstanding, issues, brexit, talks, britain, s, brexit, secretary, dominic, raab, said, phone, call, eu, chief, negotiator, michel, barnier"
"354","2018-09-14","Carney warns of 'no-deal' Brexit house price crash - newspaper","Britain's property market would crash and mortgage rates spiral up in the event of a chaotic no-deal Brexit, with house prices falling 35 percent over three years, Bank of England Governor Mark Carney told ministers, The Times newspaper reported.","carney, warns, deal, brexit, house, price, crash, newspaper","britain, s, property, market, crash, mortgage, rates, spiral, event, chaotic, deal, brexit, house, prices, falling, percent, three, years, bank, england, governor, mark, carney, told, ministers, times, newspaper, reported"
"355","2018-09-13","Bank of England holds rates steady, sees more Brexit uncertainty","The Bank of England kept interest rates on hold on Thursday and highlighted greater financial market concerns about Brexit, a month after raising borrowing costs for only the second time in more than a decade.","bank, england, holds, rates, steady, sees, brexit, uncertainty","bank, england, kept, interest, rates, hold, thursday, highlighted, greater, financial, market, concerns, brexit, month, raising, borrowing, costs, second, time, decade"
"365","2018-09-07","UK employers hire staff at fastest pace in five months - REC","British employers hired permanent staff at the fastest rate in five months in August, a recruiters' body said on Friday, but it questioned how long this would continue in the face of  uncertainty about Brexit.","uk, employers, hire, staff, fastest, pace, five, months, rec","british, employers, hired, permanent, staff, fastest, rate, five, months, august, recruiters, body, said, friday, questioned, long, continue, face, uncertainty, brexit"
"366","2018-09-05","UK economy holding up against Brexit jitters, for now - survey","Britain's economy is holding its solid pace of growth, according to a survey which showed the large services sector expanded more strongly than expected in August, but Brexit worries are hitting investment plans and confidence.","uk, economy, holding, brexit, jitters, now, survey","britain, s, economy, holding, solid, pace, growth, according, survey, showed, large, services, sector, expanded, strongly, expected, august, brexit, worries, hitting, investment, plans, confidence"
"372","2018-09-03","UK factories feel pinch from global economy as export orders fall","British manufacturers had their weakest month in over two years and export orders suffered a rare decline in August, a warning that a world economic slowdown, as well as the approach of Brexit, is weighing on the country's factories, a survey showed.","uk, factories, feel, pinch, global, economy, export, orders, fall","british, manufacturers, weakest, month, two, years, export, orders, suffered, rare, decline, august, warning, world, economic, slowdown, well, approach, brexit, weighing, country, s, factories, survey, showed"
"373","2018-08-31","UK consumers defy Brexit blues, but companies fret - surveys","British consumers appear little fazed by the possibility of a no-deal Brexit, but businesses have turned more worried, surveys showed on Friday.","uk, consumers, defy, brexit, blues, companies, fret, surveys","british, consumers, appear, little, fazed, possibility, deal, brexit, businesses, turned, worried, surveys, showed, friday"
"384","2018-08-22","Scotland's budget gap falls, Sturgeon warns of Brexit danger","Scotland's large budget deficit shrank in the last financial year to its lowest since 2012 but remained far larger in percentage terms than that of the United Kingdom as a whole, Scottish government data showed on Wednesday.","scotland, s, budget, gap, falls, sturgeon, warns, brexit, danger","scotland, s, large, budget, deficit, shrank, last, financial, year, lowest, since, remained, far, larger, percentage, terms, united, kingdom, whole, scottish, government, data, showed, wednesday"
"387","2018-08-21","Britain can't afford to close door to EU banks after Brexit","Britain is expected to keep the door open for European Union banks and investors after Brexit to try to preserve London's global financial clout, irrespective of whether it gets a good trade deal from the bloc, bankers and industry officials say.","britain, can, t, afford, close, door, eu, banks, brexit","britain, expected, keep, door, open, european, union, banks, investors, brexit, try, preserve, london, s, global, financial, clout, irrespective, whether, gets, good, trade, deal, bloc, bankers, industry, officials, say"
"390","2018-08-20","UK households upbeat about their income, worried over Brexit","British households are the most upbeat about their finances since early 2015, buoyed by near-record employment, but the approach of Brexit and concerns about inflation are making them worry more about the future, a survey showed on Monday.","uk, households, upbeat, income, worried, brexit","british, households, upbeat, finances, since, early, buoyed, near, record, employment, approach, brexit, concerns, inflation, making, worry, future, survey, showed, monday"
"400","2018-08-10","UK economy warms up a touch, Brexit hurdles ahead","Britain's economy warmed up a little in the second quarter from its winter slowdown of early 2018, but there was no sign of an end to its stuttering performance ahead of Brexit next year.","uk, economy, warms, touch, brexit, hurdles, ahead","britain, s, economy, warmed, little, second, quarter, winter, slowdown, early, sign, end, stuttering, performance, ahead, brexit, next, year"
"402","2018-08-08","UK firms struggle to hire with Brexit, record low jobless rate","The number of people recruited for permanent jobs in Britain grew at its slowest pace in nine months in July, reflecting record low unemployment and a shortage of migrant workers from the European Union, a recruiters' body said on Wednesday.","uk, firms, struggle, hire, brexit, record, low, jobless, rate","number, people, recruited, permanent, jobs, britain, grew, slowest, pace, nine, months, july, reflecting, record, low, unemployment, shortage, migrant, workers, european, union, recruiters, body, said, wednesday"
"405","2018-08-03","Dimming UK services growth raises questions over BoE hike","Growth in British services companies slowed in July by more than expected, raising further questions about the Bank of England's decision to raise interest rates before Brexit, a survey showed on Friday.","dimming, uk, services, growth, raises, questions, boe, hike","growth, british, services, companies, slowed, july, expected, raising, questions, bank, england, s, decision, raise, interest, rates, brexit, survey, showed, friday"
"406","2018-08-02","Bank of England raises rates above crisis lows, signals no rush for next hike","The Bank of England pushed interest rates above their financial crisis lows on Thursday, but signalled it was in no hurry to raise them further as Britain heads for Brexit next year with no clear plan for leaving the European Union.","bank, england, raises, rates, crisis, lows, signals, rush, next, hike","bank, england, pushed, interest, rates, financial, crisis, lows, thursday, signalled, hurry, raise, britain, heads, brexit, next, year, clear, plan, leaving, european, union"
"409","2018-08-02","Pound extends losses on Carney comments, dollar strength","The pound extended losses on Thursday after the Bank of England raised interest rates from crisis era lows but was cautious about any further tightening with an uncertain Brexit on the horizon.","pound, extends, losses, carney, comments, dollar, strength","pound, extended, losses, thursday, bank, england, raised, interest, rates, crisis, era, lows, cautious, tightening, uncertain, brexit, horizon"
"410","2018-08-02","BoE's Carney - rates could end up higher in many Brexit outcomes","Bank of England Governor Mark Carney said on Thursday there were many ways that the eventual outcome of Britain's divorce with the European Union could result in higher interest rates.","boe, s, carney, rates, end, higher, many, brexit, outcomes","bank, england, governor, mark, carney, said, thursday, many, ways, eventual, outcome, britain, s, divorce, european, union, result, higher, interest, rates"
"415","2018-08-01","BoE should raise rates, but be ready for U-turn - NIESR","The Bank of England should raise interest rates this week but also tell the public it will be ready to make a U-turn if Brexit talks sour or trade tensions with the United States escalate, a leading economic think tank said on Wednesday.","boe, raise, rates, ready, u, turn, niesr","bank, england, raise, interest, rates, week, also, tell, public, will, ready, make, u, turn, brexit, talks, sour, trade, tensions, united, states, escalate, leading, economic, think, tank, said, wednesday"
"417","2018-08-01","Banks say UK finance exports underscore need for good Brexit deal","Britain's exports of financial services to the European Union hit a record high last year, highlighting the need for the City to preserve access to the bloc after Brexit, industry officials said on Tuesday.","banks, say, uk, finance, exports, underscore, need, good, brexit, deal","britain, s, exports, financial, services, european, union, hit, record, high, last, year, highlighting, need, city, preserve, access, bloc, brexit, industry, officials, said, tuesday"
"421","2018-07-31","Mood among UK consumers, firms remains fragile - surveys","Confidence among British consumers and businesses remains stuck well below levels before the Brexit vote in 2016, surveys showed on Tuesday, two days before an expected interest rate increase by the Bank of England.","mood, among, uk, consumers, firms, remains, fragile, surveys","confidence, among, british, consumers, businesses, remains, stuck, well, levels, brexit, vote, surveys, showed, tuesday, two, days, expected, interest, rate, increase, bank, england"
"426","2018-07-26","Commentary: If BoE only goes for one or two rate hikes, what's the point?","Barring an economic or Brexit-related shock in the next few days - and given the way 2018 is going, few would bet against surprises of any kind with confidence - the Bank of England will almost certainly raise interest rates on August 2.","commentary, boe, goes, one, two, rate, hikes, s, point","barring, economic, brexit, related, shock, next, days, given, way, going, bet, surprises, kind, confidence, bank, england, will, almost, certainly, raise, interest, rates, august"
"429","2018-07-24","UK public sector workers get biggest pay rise in years","Around one million public-sector workers in Britain will receive their biggest pay rise in years, the government said on Tuesday, as it tries to regain momentum after a rocky few weeks of Brexit drama.","uk, public, sector, workers, get, biggest, pay, rise, years","around, one, million, public, sector, workers, britain, will, receive, biggest, pay, rise, years, government, said, tuesday, tries, regain, momentum, rocky, weeks, brexit, drama"
"430","2018-07-24","British factory growth rebounds, investment plans weaken before Brexit - CBI","Growth across British factories recovered over the three months to July after a weak start to the year, but manufacturers are increasingly reluctant to invest ahead of Brexit, a business survey showed on Tuesday.","british, factory, growth, rebounds, investment, plans, weaken, brexit, cbi","growth, across, british, factories, recovered, three, months, july, weak, start, year, manufacturers, increasingly, reluctant, invest, ahead, brexit, business, survey, showed, tuesday"
"438","2018-07-18","UK companies' marketing budgets grow at second slowest rate in two years - survey","British companies spent more on marketing in the second quarter than the previous quarter when budgets hit a near two-year low, but Brexit uncertainty continues to make firms cautious, a survey showed on Wednesday.","uk, companies, marketing, budgets, grow, second, slowest, rate, two, years, survey","british, companies, spent, marketing, second, quarter, previous, quarter, budgets, hit, near, two, year, low, brexit, uncertainty, continues, make, firms, cautious, survey, showed, wednesday"
"439","2018-07-17","Carney - no deal Brexit would prompt interest rate review","Bank of England Governor Mark Carney said on Tuesday that a no-deal Brexit would have ""big"" economic consequences, prompt a review of interest rates and leave many bankers idle.","carney, deal, brexit, prompt, interest, rate, review","bank, england, governor, mark, carney, said, tuesday, deal, brexit, big, economic, consequences, prompt, review, interest, rates, leave, many, bankers, idle"
"450","2018-07-09","UK businesses perk up a little but caution reigns - BCC","British companies perked up after a weak start to the year but they are still reluctant to invest ahead of Brexit and pessimism is widespread, a major business survey showed on Monday.","uk, businesses, perk, little, caution, reigns, bcc","british, companies, perked, weak, start, year, still, reluctant, invest, ahead, brexit, pessimism, widespread, major, business, survey, showed, monday"
"455","2018-07-05","UK retail says no-deal Brexit will see 'food rotting at ports'","The British government and the European Union must avoid a no-deal Brexit ""at all costs"" as this would clog up food supplies, raise prices and throw retailers out of business, the UK retail industry's lobby group said on Thursday.","uk, retail, says, deal, brexit, will, see, food, rotting, ports","british, government, european, union, must, avoid, deal, brexit, costs, clog, food, supplies, raise, prices, throw, retailers, business, uk, retail, industry, s, lobby, group, said, thursday"
"461","2018-07-03","UK construction recovery extends into third month - PMI","Britain's construction industry put an early 2018 winter slump further behind it in June when the sector enjoyed its fastest growth in seven months, but companies remained worried about the outlook ahead of Brexit, a survey showed on Tuesday.","uk, construction, recovery, extends, third, month, pmi","britain, s, construction, industry, put, early, winter, slump, behind, june, sector, enjoyed, fastest, growth, seven, months, companies, remained, worried, outlook, ahead, brexit, survey, showed, tuesday"
"462","2018-07-02","UK manufacturing growth steadies in June but mood dips - PMI","British factories kept up a steady pace of growth in June but worries about global trade and Brexit knocked confidence about the outlook to a seven-month low, a survey showed on Monday.","uk, manufacturing, growth, steadies, june, mood, dips, pmi","british, factories, kept, steady, pace, growth, june, worries, global, trade, brexit, knocked, confidence, outlook, seven, month, low, survey, showed, monday"
"463","2018-07-02","Three quarters of big UK firms downbeat on Brexit - Deloitte survey","A record 75 percent of major British companies are now pessimistic about Brexit, a survey showed on Monday, adding to signs of anxiety around the economy as Britain's divorce with the European Union draws near.","three, quarters, big, uk, firms, downbeat, brexit, deloitte, survey","record, percent, major, british, companies, now, pessimistic, brexit, survey, showed, monday, adding, signs, anxiety, around, economy, britain, s, divorce, european, union, draws, near"
"465","2018-06-29","UK housing market perks up in May but consumers subdued - BoE","Britain's housing market perked up in May but there were more signs of caution among consumers ahead of Brexit next year, Bank of England figures showed on Friday.","uk, housing, market, perks, may, consumers, subdued, boe","britain, s, housing, market, perked, may, signs, caution, among, consumers, ahead, brexit, next, year, bank, england, figures, showed, friday"
"466","2018-06-29","Mood darkens for UK consumers, businesses ahead of Brexit - surveys","British consumers and businesses became more pessimistic about the economy's prospects in June, according to surveys on Friday that suggested Brexit worries and global trade spats may be taking their toll.","mood, darkens, uk, consumers, businesses, ahead, brexit, surveys","british, consumers, businesses, became, pessimistic, economy, s, prospects, june, according, surveys, friday, suggested, brexit, worries, global, trade, spats, may, taking, toll"
"474","2018-06-26","As investment stalls, auto industry warns PM May: Avert a Brexit car crash","Uncertainty over Brexit has halved new investment in the British car industry and Prime Minister Theresa May should urgently change tack to keep the world's fifth largest economy in the EU's customs union, the country's main car lobby group said.","investment, stalls, auto, industry, warns, pm, may, avert, brexit, car, crash","uncertainty, brexit, halved, new, investment, british, car, industry, prime, minister, theresa, may, urgently, change, tack, keep, world, s, fifth, largest, economy, eu, s, customs, union, country, s, main, car, lobby, group, said"
"476","2018-06-26","A third of European firms to cut investment because of Brexit - survey","One in three European firms plans to cut investment spending as a result of Brexit and more than one-tenth of those with operations in Britain expects to pull out of the country entirely, according to a survey by Swiss bank UBS .","third, european, firms, cut, investment, brexit, survey","one, three, european, firms, plans, cut, investment, spending, result, brexit, one, tenth, operations, britain, expects, pull, country, entirely, according, survey, swiss, bank, ubs"
"478","2018-06-26","Responding to criticism, UK says has made 'considerable steps' on post-Brexit trade","Britain has made considerable step to provide as smooth and frictionless Brexit as possible, Prime Minister Theresa May's spokesman said on Tuesday responding to criticism from the automotive industry over her strategy.","responding, criticism, uk, says, made, considerable, steps, post, brexit, trade","britain, made, considerable, step, provide, smooth, frictionless, brexit, possible, prime, minister, theresa, may, s, spokesman, said, tuesday, responding, criticism, automotive, industry, strategy"
"481","2018-06-25","Half of EU business leaders cut UK investment over Brexit - survey","Britain's looming departure from the European Union has led nearly half of big companies from the rest of the bloc to cut investment in the country, a poll of 800 executives released two years after the Brexit referendum found.","half, eu, business, leaders, cut, uk, investment, brexit, survey","britain, s, looming, departure, european, union, led, nearly, half, big, companies, rest, bloc, cut, investment, country, poll, executives, released, two, years, brexit, referendum, found"
"489","2018-06-20","Former UK financial district leader sees 75,000 Brexit job losses","A former leader of London's financial district believes Britain is unlikely to get generous access to the European Union financial market after Brexit, resulting in a loss of 75,000 jobs and 10 billion pounds ($13.2 billion) in tax revenue.","former, uk, financial, district, leader, sees, brexit, job, losses","former, leader, london, s, financial, district, believes, britain, unlikely, get, generous, access, european, union, financial, market, brexit, resulting, loss, jobs, billion, pounds, billion, tax, revenue"
"495","2018-06-18","UK economy to grow at slowest pace since 2009 - BCC","Britain's economy looks on track to grow at its weakest rate since 2009 this year due to Brexit uncertainties, higher oil prices and fears of a trade war, the British Chambers of Commerce said on Monday.","uk, economy, grow, slowest, pace, since, bcc","britain, s, economy, looks, track, grow, weakest, rate, since, year, due, brexit, uncertainties, higher, oil, prices, fears, trade, war, british, chambers, commerce, said, monday"
"512","2018-06-08","UK economy set to lag peers again as Brexit approaches, CBI says","Britain's economy is on course to lag behind its international peers again this year as it nears its departure from the European Union, according to new forecasts from the Confederation of British Industry, an employers' group.","uk, economy, set, lag, peers, brexit, approaches, cbi, says","britain, s, economy, course, lag, behind, international, peers, year, nears, departure, european, union, according, new, forecasts, confederation, british, industry, employers, group"
"516","2018-06-06","Brexit puts a ceiling on London housing demand, prices - Reuters poll","Price rises in Britain's overvalued housing market will lag inflation this year and next and in London prices are likely to fall in 2018 as Brexit keeps a lid on demand, a Reuters poll found.","brexit, puts, ceiling, london, housing, demand, prices, reuters, poll","price, rises, britain, s, overvalued, housing, market, will, lag, inflation, year, next, london, prices, likely, fall, brexit, keeps, lid, demand, reuters, poll, found"
"517","2018-06-05","Economy warms up after winter slump, Brexit worries remain","Britain's economy looks to have picked up speed after a winter slump, data showed on Tuesday, giving the Bank of England some of the reassurance it needs to get back to its plan to raise interest rates.","economy, warms, winter, slump, brexit, worries, remain","britain, s, economy, looks, picked, speed, winter, slump, data, showed, tuesday, giving, bank, england, reassurance, needs, get, back, plan, raise, interest, rates"
"518","2018-06-05","Sterling rises on services data but Brexit still clouds outlook","Sterling jumped on Tuesday after a survey showed companies in Britain's dominant services sector grew more quickly than expected in May after a winter slump in early 2018.","sterling, rises, services, data, brexit, still, clouds, outlook","sterling, jumped, tuesday, survey, showed, companies, britain, s, dominant, services, sector, grew, quickly, expected, may, winter, slump, early"
"520","2018-06-04","UK builders hold on to modest recovery, Brexit worries weigh - PMI","Britain's construction industry in May maintained its modest recovery from a hit during the snowy start to 2018, but worries about Brexit were causing some projects to be put on hold, a survey showed on Monday.","uk, builders, hold, modest, recovery, brexit, worries, weigh, pmi","britain, s, construction, industry, may, maintained, modest, recovery, hit, snowy, start, worries, brexit, causing, projects, put, hold, survey, showed, monday"
"525","2018-05-31","UK house price growth slows in May - Nationwide","British house prices rose less than expected in May, figures from mortgage lender Nationwide showed on Thursday, adding to evidence of a slowing property market since the 2016 Brexit vote.","uk, house, price, growth, slows, may, nationwide","british, house, prices, rose, less, expected, may, figures, mortgage, lender, nationwide, showed, thursday, adding, evidence, slowing, property, market, since, brexit, vote"
"528","2018-05-30","UK shop prices show biggest fall since January 2017 - BRC","- British shop prices fell in May by the most since the start of last year, according to a survey released on Wednesday, adding to signs that a rise in inflation after the 2016 Brexit vote has peaked.","uk, shop, prices, show, biggest, fall, since, january, brc","british, shop, prices, fell, may, since, start, last, year, according, survey, released, wednesday, adding, signs, rise, inflation, brexit, vote, peaked"
"529","2018-05-29","Manufacturers slam UK Brexit customs idea as naive","British manufacturers turned up the pressure on the government to abandon one of its post-Brexit customs proposals on Tuesday, slamming the idea of a technology-based plan for border checks as naive and a waste of money.","manufacturers, slam, uk, brexit, customs, idea, naive","british, manufacturers, turned, pressure, government, abandon, one, post, brexit, customs, proposals, tuesday, slamming, idea, technology, based, plan, border, checks, naive, waste, money"
"534","2018-05-25","UK households less confident as economy worries grow - survey","British households turned less confident in May, reflecting uncertainty about the economy's prospects ahead of Brexit next year, according to a survey published on Friday.","uk, households, less, confident, economy, worries, grow, survey","british, households, turned, less, confident, may, reflecting, uncertainty, economy, s, prospects, ahead, brexit, next, year, according, survey, published, friday"
"540","2018-05-23","Reuters poll: Britain's Brexit divorce skills get thumbs down - economists","Britain's government has handled negotiations with the European Union over its departure from the bloc poorly, according to all economists in a Reuters poll, who did however say there was just a one-in-five chance of a disorderly Brexit.","reuters, poll, britain, s, brexit, divorce, skills, get, thumbs, economists","britain, s, government, handled, negotiations, european, union, departure, bloc, poorly, according, economists, reuters, poll, however, say, just, one, five, chance, disorderly, brexit"
"546","2018-05-22","UK chief executives become more downbeat about growth - KPMG","British chief executives have turned more pessimistic about the growth outlook for the next few years, largely due to worries around economic nationalism and Brexit, a survey from accountants KPMG showed on Tuesday.","uk, chief, executives, become, downbeat, growth, kpmg","british, chief, executives, turned, pessimistic, growth, outlook, next, years, largely, due, worries, around, economic, nationalism, brexit, survey, accountants, kpmg, showed, tuesday"
"547","2018-05-21","Fall in EU job applicants with UK manufacturers slows - survey","A fall in the number of European Union applicants for jobs in British factories has become less sharp but manufacturers remain worried about being able to find skilled workers from the bloc after Brexit, according to a report published on Monday.","fall, eu, job, applicants, uk, manufacturers, slows, survey","fall, number, european, union, applicants, jobs, british, factories, become, less, sharp, manufacturers, remain, worried, able, find, skilled, workers, bloc, brexit, according, report, published, monday"
"557","2018-05-10","Carney says UK outlook 'clouded' by Brexit uncertainty","Bank of England Governor Mark Carney said on Thursday the economic outlook for Britain remained obscured by uncertainty about the terms of its departure from the European Union.","carney, says, uk, outlook, clouded, brexit, uncertainty","bank, england, governor, mark, carney, said, thursday, economic, outlook, britain, remained, obscured, uncertainty, terms, departure, european, union"
"562","2018-05-10","UK food prices likely to rise without a Brexit deal - report","Food prices are likely to rise after Brexit if no trade agreement with the EU is reached, a parliamentary report said on Thursday, and there could be shortages of some products.","uk, food, prices, likely, rise, without, brexit, deal, report","food, prices, likely, rise, brexit, trade, agreement, eu, reached, parliamentary, report, said, thursday, shortages, products"
"591","2018-04-26","UK car output falls by more than 6 percent in first quarter","Carmakers operating in Britain reported a fall of more than 6 percent in production in the first three months of 2018 as the industry fretted about the future of diesel vehicles and export prospects after Brexit.","uk, car, output, falls, percent, first, quarter","carmakers, operating, britain, reported, fall, percent, production, first, three, months, industry, fretted, future, diesel, vehicles, export, prospects, brexit"
"592","2018-04-26","UK rents fall for first time since 2012 - report","Rents for residential properties in Britain fell in quarterly terms for the first time since 2012 in the January-March period of this year, intensifying a slowdown which began shortly after the 2016 Brexit vote, a report showed on Thursday.","uk, rents, fall, first, time, since, report","rents, residential, properties, britain, fell, quarterly, terms, first, time, since, january, march, period, year, intensifying, slowdown, began, shortly, brexit, vote, report, showed, thursday"
"614","2018-04-12","UK parliament could block Brexit divorce bill - Brexit minister","Brexit minister David Davis warned on Thursday that parliament could veto any final deal negotiated with the European Union unless it has a ""substantive"" idea of what the future trading relationship will look like.","uk, parliament, block, brexit, divorce, bill, brexit, minister","brexit, minister, david, davis, warned, thursday, parliament, veto, final, deal, negotiated, european, union, unless, substantive, idea, future, trading, relationship, will, look, like"
"632","2018-04-04","'Beast from the East' tears through UK construction in March","Britain's construction industry seized up due to heavy snow last month, prompting the biggest drop in activity since just after 2016's Brexit vote, an industry survey showed on Wednesday.","beast, east, tears, uk, construction, march","britain, s, construction, industry, seized, due, heavy, snow, last, month, prompting, biggest, drop, activity, since, just, s, brexit, vote, industry, survey, showed, wednesday"
"633","2018-04-04","UK shop prices fall at fastest pace in over a year - BRC","British shop prices dropped in March at the fastest pace in more than a year, adding to signs that inflation pressure caused by the pound's post-Brexit drop is fading away, an industry survey showed on Wednesday.","uk, shop, prices, fall, fastest, pace, year, brc","british, shop, prices, dropped, march, fastest, pace, year, adding, signs, inflation, pressure, caused, pound, s, post, brexit, drop, fading, away, industry, survey, showed, wednesday"
"634","2018-04-03","UK manufacturing growth cools to one-year low - PMI","Britain's buoyant manufacturing industry lost some steam in the first three months of 2018, according to a survey on Tuesday that suggested the economy remains on a slow but steady course a year ahead of Brexit.","uk, manufacturing, growth, cools, one, year, low, pmi","britain, s, buoyant, manufacturing, industry, lost, steam, first, three, months, according, survey, tuesday, suggested, economy, remains, slow, steady, course, year, ahead, brexit"
"635","2018-03-29","UK current account deficit narrows, helped by global recovery","Britain's current account deficit fell sharply last year, official data showed on Thursday, potentially easing concerns about its reliance on foreign investors to fund itself as Brexit nears.","uk, current, account, deficit, narrows, helped, global, recovery","britain, s, current, account, deficit, fell, sharply, last, year, official, data, showed, thursday, potentially, easing, concerns, reliance, foreign, investors, fund, brexit, nears"
"636","2018-03-29","UK consumers turn more confident in March - GfK","Consumers in Britain were their most confident in 10 months in March, according to a survey which suggested that they took comfort from a fall in inflation and this month's Brexit transition deal.","uk, consumers, turn, confident, march, gfk","consumers, britain, confident, months, march, according, survey, suggested, took, comfort, fall, inflation, month, s, brexit, transition, deal"
"641","2018-03-28","5,000 UK finance jobs may be moved by Brexit, half earlier forecast - Reuters","The number of finance jobs to be shifted out of Britain or created overseas by March 2019 due to Brexit has dropped by half compared to six months ago to 5,000 roles, firms employing the bulk of UK-based workers in international finance told Reuters.","uk, finance, jobs, may, moved, brexit, half, earlier, forecast, reuters","number, finance, jobs, shifted, britain, created, overseas, march, due, brexit, dropped, half, compared, six, months, ago, roles, firms, employing, bulk, uk, based, workers, international, finance, told, reuters"
"644","2018-03-28","Factbox - Reuters surveys UK financial services jobs post-Brexit","Around 5,000 finance jobs will be shifted out of Britain or created overseas by March 2019 because of Brexit, half the number forecast six months ago, according to a Reuters survey of firms employing the bulk of workers in international finance.","factbox, reuters, surveys, uk, financial, services, jobs, post, brexit","around, finance, jobs, will, shifted, britain, created, overseas, march, brexit, half, number, forecast, six, months, ago, according, reuters, survey, firms, employing, bulk, workers, international, finance"
"645","2018-03-28","UK employers become slightly more confident about hiring - survey","British employers turned slightly more confident about hiring staff between December and February, according to a survey conducted before Britain struck a Brexit transition deal between the European Union.","uk, employers, become, slightly, confident, hiring, survey","british, employers, turned, slightly, confident, hiring, staff, december, february, according, survey, conducted, britain, struck, brexit, transition, deal, european, union"
"647","2018-03-27","Restricting migration after Brexit likely to slow growth, says official report","Restricting migration into Britain will very likely lead to lower output and employment growth, an interim report commissioned by the British government said on Tuesday, warning that firms were not prepared for a tightening labour market.","restricting, migration, brexit, likely, slow, growth, says, official, report","restricting, migration, britain, will, likely, lead, lower, output, employment, growth, interim, report, commissioned, british, government, said, tuesday, warning, firms, prepared, tightening, labour, market"
"650","2018-03-23","Chemical companies fear toxic consequences of Brexit","Julian Sarkar has spent more than 10 years and around 600,000 euros (525,000 pounds) making his small British company compliant with strict European Union regulations to import chemicals into the bloc.","chemical, companies, fear, toxic, consequences, brexit","julian, sarkar, spent, years, around, euros, pounds, making, small, british, company, compliant, strict, european, union, regulations, import, chemicals, bloc"
"657","2018-03-20","UK inflation slows in February as Brexit hit to pound fades","British inflation was weaker than expected in February as the impact of the 2016 Brexit vote faded, easing some of the squeeze on households' spending power but doing little to change bets on a Bank of England rate rise in May.","uk, inflation, slows, february, brexit, hit, pound, fades","british, inflation, weaker, expected, february, impact, brexit, vote, faded, easing, squeeze, households, spending, power, little, change, bets, bank, england, rate, rise, may"
"658","2018-03-19","Brexit transition deal will let firms invest, hire - UK employers group","A deal announced on Monday by the European Commission and Britain for a nearly two-year Brexit transition period will allow British firms to move ahead with investment and hiring decisions, an employers group said on Monday.","brexit, transition, deal, will, let, firms, invest, hire, uk, employers, group","deal, announced, monday, european, commission, britain, nearly, two, year, brexit, transition, period, will, allow, british, firms, move, ahead, investment, hiring, decisions, employers, group, said, monday"
"663","2018-03-13","UK set for years of slow growth but Hammond vows to do better","Britain's sluggish economy is heading for more weak growth over the next five years, according to official forecasts announced by finance minister Philip Hammond on Tuesday as the country heads for Brexit.","uk, set, years, slow, growth, hammond, vows, better","britain, s, sluggish, economy, heading, weak, growth, next, five, years, according, official, forecasts, announced, finance, minister, philip, hammond, tuesday, country, heads, brexit"
